,Unnamed: 0,user,date,text,location,coordinates,filename
10,10.0,ZookZangsten,Wed Aug 11 01:45:01 +0000 2021,RT @SexCounseling: @ElectionWiz Watch United Airlines fold after they have an employee shortage.,"The Great State of #Texas, USA",,2021-08-17 23:38:16.429466_combined.csv
11,11.0,rashaverak_day,Wed Aug 11 01:44:58 +0000 2021,RT @HiImKangarou: Goddamnit. Don't make me side with United Airlines.,Virginia,,2021-08-17 23:38:16.429466_combined.csv
12,12.0,iturraldeycaza,Wed Aug 11 01:44:58 +0000 2021,"BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinat… https://t.co/qqP96vipaT",Guayaquil - Ecuador ,,2021-08-17 23:38:16.429466_combined.csv
13,13.0,CounselorCarol1,Wed Aug 11 01:44:44 +0000 2021,RT @rainperry: This United Airlines thing puts me in mind of the lunch counter sit-ins of the civil rights era. A couple of restaurant owne…,"Lubbock, Texas",,2021-08-17 23:38:16.429466_combined.csv
14,14.0,MarthaLynneOwe1,Wed Aug 11 01:44:27 +0000 2021,RT @TrueFactsStated: Support United Airlines when you have a choice..,Southern Maine,,2021-08-17 23:38:16.429466_combined.csv
15,15.0,MsNycole,Wed Aug 11 01:44:26 +0000 2021,Super disappointed to see @Delta and other airlines not following @United and requiring staff to be vaccinated. Way… https://t.co/KGsv0FwSQS,Los Angeles,,2021-08-17 23:38:16.429466_combined.csv
16,16.0,shoegal1974,Wed Aug 11 01:44:24 +0000 2021,"RT @amalaekpunobi: Well, now I know which airlines to use. The leadership at United Airlines should be ashamed of themselves.",,,2021-08-17 23:38:16.429466_combined.csv
17,17.0,crowe_earl,Wed Aug 11 01:44:09 +0000 2021,"RT @ShaunKraisman: JUST IN: Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, breaki…","Kentucky, USA Fly Over Nation",,2021-08-17 23:38:16.429466_combined.csv
18,18.0,LlynnBarr,Wed Aug 11 01:44:06 +0000 2021,"RT @TeresaFreeThink: BREAKING! 🚨🚨🚨 
(We The Media)
Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to…",,,2021-08-17 23:38:16.429466_combined.csv
19,19.0,10yearsasailor,Wed Aug 11 01:44:05 +0000 2021,@CNN I will fly this airlines over United. We have gone insane with a vaccine that does not keep you from getting or transmitting the virus.,,,2021-08-17 23:38:16.429466_combined.csv
20,20.0,KryglikWMAR,Wed Aug 11 01:43:53 +0000 2021,RT @NathanBomey: Won't get a COVID vaccine? OK. But it might cost you $20 to $50 per paycheck as an insurance surcharge. My story for @USAT…,"Baltimore, Maryland",,2021-08-17 23:38:16.429466_combined.csv
21,21.0,rich__magee,Wed Aug 11 01:43:52 +0000 2021,I’ll certainly be changing my upcoming travel plans to United Airlines. https://t.co/FLbiBmCpbz,,,2021-08-17 23:38:16.429466_combined.csv
22,22.0,vijmn,Wed Aug 11 01:43:51 +0000 2021,"RT @lesliejosephs: Hawaiian Airlines says it will require U.S. staff to be vaccinated against Covid by Nov. 1, the third major airline to i…",Bay Area,,2021-08-17 23:38:16.429466_combined.csv
23,23.0,NinersGal1,Wed Aug 11 01:43:39 +0000 2021,@petemuntean This is why I do not fly any of those airlines and I pay extra to fly @united!  I hope @AlaskaAir follows suit!,,,2021-08-17 23:38:16.429466_combined.csv
24,24.0,pezluvhappyness,Wed Aug 11 01:43:38 +0000 2021,RT @louisvilledad14: United Airlines made a good move for vaccinated workers. I'll pay a little more to be on a safe plane.,earth,,2021-08-17 23:38:16.429466_combined.csv
25,25.0,sparky7u,Wed Aug 11 01:43:37 +0000 2021,"RT @gainesm: @petemuntean Guess I’ll be exclusively flying United Airlines, then.",Dallas suburbs,,2021-08-17 23:38:16.429466_combined.csv
26,26.0,laxradar,Wed Aug 11 01:43:27 +0000 2021,"United Airlines flight #UAL798 spotted at 3,175 feet! https://t.co/Eituqnizw6","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
27,27.0,laxradar,Wed Aug 11 02:16:19 +0000 2021,"United Airlines flight #UAL1831 spotted at 1,800 feet! https://t.co/CwGAfCGjML","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
28,28.0,pegasusepsilon,Wed Aug 11 02:15:58 +0000 2021,"@xeplusplus @BeachcomberNC @petemuntean @Phil_Lewis_ American Airlines $5.8 billion
Delta airlines $5.4 billion
Sou… https://t.co/bd1jPFAeRu",The Internet,,2021-08-17 23:38:16.429466_combined.csv
29,29.0,RashidaDesigner,Wed Aug 11 02:15:26 +0000 2021,Finally a competitive difference between airlines besides price and convenience. I have to fly to Austin this Septe… https://t.co/Xfu2ck2Mjq,"Brooklyn, NY",,2021-08-17 23:38:16.429466_combined.csv
30,30.0,TheReal_Hurl,Wed Aug 11 02:15:24 +0000 2021,"RT @6ft7300: BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, breakin…",,,2021-08-17 23:38:16.429466_combined.csv
31,31.0,mychicas3,Wed Aug 11 02:15:15 +0000 2021,RT @JReinerMD: I’ll fly with the airline that puts passenger safety first. At this point in the pandemic that appears to be United Airlines.,"Des Moines, IA",,2021-08-17 23:38:16.429466_combined.csv
32,32.0,10TV,Wed Aug 11 02:15:09 +0000 2021,United Airlines requiring all US employees to get COVID vaccine https://t.co/tcvlJPlQbP,"Columbus, Ohio, USA",,2021-08-17 23:38:16.429466_combined.csv
33,33.0,Joe95468177,Wed Aug 11 02:15:08 +0000 2021,@CNN I will strictly fly United Airlines from now on!,,,2021-08-17 23:38:16.429466_combined.csv
34,34.0,MeowSiamese,Wed Aug 11 02:15:07 +0000 2021,@neal_katyal @united I'm sure other airlines will follow suit in a week or two. Just wait for it.,Blue dot in the flyover state.,,2021-08-17 23:38:16.429466_combined.csv
35,35.0,mcleod,Wed Aug 11 02:15:01 +0000 2021,RT @JReinerMD: I’ll fly with the airline that puts passenger safety first. At this point in the pandemic that appears to be United Airlines…,"Lafayette, CO",,2021-08-17 23:38:16.429466_combined.csv
36,36.0,_RyanIndustries,Wed Aug 11 02:14:54 +0000 2021,"RT @Steve35758: ALERT: Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, breaking wi…","63° 2' N, 29° 55' W",,2021-08-17 23:38:16.429466_combined.csv
37,37.0,theodoretedwebb,Wed Aug 11 02:14:33 +0000 2021,"""The tipping point for me was seeing that 97 percent of the people in the hospital are unvaccinated and over 99 per… https://t.co/Iw6kUReotW",West Virginia,,2021-08-17 23:38:16.429466_combined.csv
38,38.0,sarahneighbor3,Wed Aug 11 02:14:26 +0000 2021,RT @barrybutler9: The view leaving Portland as I’m on my way back to Chicago via United Airlines.  Shot with my iPhone. #oregon https://t.c…,"Washington, USA",,2021-08-17 23:38:16.429466_combined.csv
39,39.0,PessimistAdjac1,Wed Aug 11 02:14:13 +0000 2021,@petemuntean See👀No airline relief needed. They can start selling planes to United Airlines. Capitalism🤑,,,2021-08-17 23:38:16.429466_combined.csv
40,40.0,laxradar,Wed Aug 11 02:14:07 +0000 2021,"United Airlines flight #UAL1831 spotted at 4,050 feet! https://t.co/CwGAfCGjML","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
41,41.0,CaseyAl23256968,Wed Aug 11 02:14:01 +0000 2021,"RT @HighWireTalk: The airlines will not follow the likes of United Airlines, which became the first airline to mandate all workers to get v…",,,2021-08-17 23:38:16.429466_combined.csv
42,42.0,RaleighBowman,Wed Aug 11 02:18:36 +0000 2021,"All airlines should require employees working to be vaccinated. As someone who has worked in the airline industry,… https://t.co/0yHhXikjXa","Chicago, IL ",,2021-08-17 23:38:16.429466_combined.csv
43,43.0,ViewFromWise,Wed Aug 11 03:04:40 +0000 2021,"RT @MelissaJPeltier: Well, that means I’m flying United, Jet Blue, &amp; select foreign airlines with a vaccine mandate. https://t.co/WSn0hWEroe","Dunwoody, GA",,2021-08-17 23:38:16.429466_combined.csv
44,44.0,LCuriious,Wed Aug 11 03:04:33 +0000 2021,"RT @tevan2864: Gov Cuomo Resigns
Gov. Abbot scores a victory with Texas Supreme Court
SW, American and United airlines will not require emp…",,,2021-08-17 23:38:16.429466_combined.csv
45,45.0,kiki06579912,Wed Aug 11 03:04:17 +0000 2021,"RT @hourlynathan05: United Airlines Ad

📸: YukiSNYC

#NathanChen #FigureSkating https://t.co/d4J9TjK5sb",,,2021-08-17 23:38:16.429466_combined.csv
46,46.0,asthegirlturns,Wed Aug 11 03:04:16 +0000 2021,"After United Airlines Issues its Vaccine Mandate, Delta, Southwest, and American Airlines Allow Employees to Remain… https://t.co/S7aDeWzhq2","California, USA",,2021-08-17 23:38:16.429466_combined.csv
47,47.0,jamesvenes,Wed Aug 11 03:04:11 +0000 2021,@davidaguilar92 @beychok @ASlavitt @SouthwestAir @united Fair point. I just don't think airlines requiring vaccinat… https://t.co/4PEBdxAkUm,,,2021-08-17 23:38:16.429466_combined.csv
48,48.0,redfuturenews,Wed Aug 11 03:03:57 +0000 2021,"🚨🚨🚨 BREAKING 🚨🚨🚨
Delta, Southwest, and American Airlines will not mandate Covid Vaccinations for employees. United… https://t.co/QA8TzRgBJx",United States,,2021-08-17 23:38:16.429466_combined.csv
49,49.0,Mondiablue,Wed Aug 11 03:03:29 +0000 2021,"RT @USRealityCheck: United Airlines has joined a growing list of companies enacting vaccine mandates, but other US carriers are not on boar…",🏴‍☠️🏖🤠  cashapp $mondiablue,,2021-08-17 23:38:16.429466_combined.csv
50,50.0,Br0cnessM0nster,Wed Aug 11 03:03:19 +0000 2021,@TSSinPDX @petemuntean @lauferlaw You’ll be surprised to learn that the majority (sane people on both sides) don’t… https://t.co/kLCnsBpwkr,Portland ,,2021-08-17 23:38:16.429466_combined.csv
51,51.0,HumanRe41270855,Wed Aug 11 03:03:07 +0000 2021,RT @BreakoutAsia: It’s a tough call to make for any #organization to mandate vaccinations in the #workplace. Organizations are now taking a…,"Berlin, Germany",,2021-08-17 23:38:16.429466_combined.csv
52,52.0,KeishaunTurner,Wed Aug 11 03:02:54 +0000 2021,Should’ve invested in United Airlines. Stock finna 🏌🏾,"Sacramento, CA",,2021-08-17 23:38:16.429466_combined.csv
53,53.0,MegMcCalhoun,Wed Aug 11 03:02:23 +0000 2021,"RT @MelissaJPeltier: Well, that means I’m flying United, Jet Blue, &amp; select foreign airlines with a vaccine mandate.",,,2021-08-17 23:38:16.429466_combined.csv
54,54.0,KikoKikoKate1,Wed Aug 11 03:02:21 +0000 2021,"RT @Brasilmagic: Southwest, Delta and American Airlines said they won’t require vaccination proof like United Airlines. Now I know which ai…",United States,,2021-08-17 23:38:16.429466_combined.csv
55,55.0,Daddiek1,Wed Aug 11 03:02:19 +0000 2021,"RT @RaleighBowman: All airlines should require employees working to be vaccinated. As someone who has worked in the airline industry, our j…",,,2021-08-17 23:38:16.429466_combined.csv
56,56.0,GayEqualGlobal,Wed Aug 11 03:02:14 +0000 2021,RT @o_ke38011833: United Airlines is doing the right thing. The other major carriers are saying we don't care about our employees or our cu…,North East USA,,2021-08-17 23:38:16.429466_combined.csv
57,57.0,USRealityCheck,Wed Aug 11 03:02:03 +0000 2021,"United Airlines has joined a growing list of companies enacting vaccine mandates, but other US carriers are not on… https://t.co/1psJTyKpP9",USA,,2021-08-17 23:38:16.429466_combined.csv
58,58.0,BreakoutAsia,Wed Aug 11 03:01:36 +0000 2021,It’s a tough call to make for any #organization to mandate vaccinations in the #workplace. Organizations are now ta… https://t.co/usNwcmmyGQ,International,,2021-08-17 23:38:16.429466_combined.csv
59,59.0,Erol73802966,Wed Aug 11 03:01:35 +0000 2021,"RT @GillianMcKeith: 3 major USA airlines will not require employees to get jabbed: Southwest, Delta and American.  Bye bye United...  #NoVa…",,,2021-08-17 23:38:16.429466_combined.csv
60,60.0,laxradar,Wed Aug 11 03:01:34 +0000 2021,"United Airlines flight #UAL1231 spotted at 11,200 feet! https://t.co/kMGEtDGnOM","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
61,61.0,peaceplay,Wed Aug 11 03:01:26 +0000 2021,"I'm flying United. It will probably be more civilized too. 

3 major US airlines will not mandate shots for their u… https://t.co/IEKBO0W6eQ",Chicago,,2021-08-17 23:38:16.429466_combined.csv
62,62.0,bc_nbc,Wed Aug 11 03:01:19 +0000 2021,RT @RobManess: This is how freedom works. I’m sure the other airlines need personnel and will welcome all the @united crews that walk away…,,,2021-08-17 23:38:16.429466_combined.csv
63,63.0,TexasLeaguer17,Wed Aug 11 04:06:02 +0000 2021,RT @barnes_law: I was privileged to advocate for pilots &amp; thrilled to see this result. You can fight back. https://t.co/vpTrzuWQy4,"Sitka, AK",,2021-08-17 23:38:16.429466_combined.csv
64,64.0,drakekoefoed2,Wed Aug 11 04:05:38 +0000 2021,@PastryPlate @veggie64_leslie @united we should close down the airlines.  too much carbon.  fast rail instead.  it… https://t.co/fzqFoIesoj,"West Texas, USA",,2021-08-17 23:38:16.429466_combined.csv
65,65.0,Southern4eva,Wed Aug 11 04:05:20 +0000 2021,RT @leftcoastbabe: When you give United Airlines the moral high ground....,New York,,2021-08-17 23:38:16.429466_combined.csv
66,66.0,0victorem0,Wed Aug 11 04:04:40 +0000 2021,"United Airlines, union agree against mandatory COVID-19 vaccinations for pilots https://t.co/nqBbVZBC27",TN,,2021-08-17 23:38:16.429466_combined.csv
67,67.0,DistinctToday,Wed Aug 11 04:04:14 +0000 2021,"Hawaiian Airlines joins United, Frontier in updating employee COVID vaccine policies https://t.co/0BZEOxWLLa",,,2021-08-17 23:38:16.429466_combined.csv
68,68.0,Barretttechnet,Wed Aug 11 04:03:50 +0000 2021,RT @WGRZ: United CEO says it's clear — that everyone is safer when everyone is vaccinated. https://t.co/gOA7p8q2qD,"Baton Rouge, LA",,2021-08-17 23:38:16.429466_combined.csv
69,69.0,letsgohuakai,Wed Aug 11 04:03:42 +0000 2021,@neal_katyal @united Aloha! You can fly Hawaiian Airlines where it suits - they are mandating vaccination. 🤙🏼 https://t.co/Iu1VEbhVE7,"Kauai, Hawaii",,2021-08-17 23:38:16.429466_combined.csv
70,70.0,jimmy86914111,Wed Aug 11 04:03:37 +0000 2021,"Great news.  HOW DOSE #NoVaccinePassports stand with these guy’s, asking for a friend 😀💪 United Airlines, union agr… https://t.co/Xqmv7pcVl5","Sunderland, England",,2021-08-17 23:38:16.429466_combined.csv
71,71.0,ShanePatriot,Wed Aug 11 04:02:14 +0000 2021,"RT @Cudabarbie1: BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, bre…",,,2021-08-17 23:38:16.429466_combined.csv
72,72.0,laxradar,Wed Aug 11 04:01:42 +0000 2021,"United Airlines flight #UAL717 spotted at 6,375 feet! https://t.co/O4rTI6GHck","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
73,73.0,Resist__Fascist,Wed Aug 11 05:04:02 +0000 2021,RT @Shoxie75: @TSSinPDX @petemuntean @lauferlaw @SouthwestAir @AmericanAir @Delta My family will no longer use your airlines. Very shortsig…,Recovering States of America,,2021-08-17 23:38:16.429466_combined.csv
74,74.0,Dafrosty,Wed Aug 11 05:02:55 +0000 2021,RT @sdshamshel: United mandating vaccines when other airlines aren't is basically this meme in plane form https://t.co/29KSgPJd3F,"Petaling Jaya, Selangor",,2021-08-17 23:38:16.429466_combined.csv
75,75.0,DonaldWassink,Wed Aug 11 05:02:35 +0000 2021,"RT @STEPHMHAMILL: Twitter mob is going after 
@SouthwestAir, @Delta, and @AmericanAir
 for letting their employees decide what’s best for t…",,,2021-08-17 23:38:16.429466_combined.csv
76,76.0,willOrt98581590,Wed Aug 11 05:01:45 +0000 2021,"@Allysdream1 Good, we need to make United Airlines go Broke!!",96801,,2021-08-17 23:38:16.429466_combined.csv
77,77.0,willOrt98581590,Wed Aug 11 05:00:58 +0000 2021,"RT @AqAir7: BREAKING: Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, breaking wit…",96801,,2021-08-17 23:38:16.429466_combined.csv
78,78.0,MaD2016wiFe,Wed Aug 11 05:00:45 +0000 2021,@OhoneyBit @6ft7300 @lisalovestravel 🍃 Airlines headquarters in States that banned vaccines 🤷🏻‍♀️✈ They're followin… https://t.co/4KjBgwg1it,USA,,2021-08-17 23:38:16.429466_combined.csv
79,79.0,MarkBDonica,Wed Aug 11 04:59:35 +0000 2021,"Cool.

I *hate* United airlines with a fiery passion that I cannot describe, but if they’re the only ones mandating… https://t.co/41Gho64fgm","Orlando, FL",,2021-08-17 23:38:16.429466_combined.csv
80,80.0,SassenH,Wed Aug 11 04:58:22 +0000 2021,"RT @RedState: After United Airlines Issues its Vaccine Mandate, Delta, Southwest, and American Airlines Allow Employees to Remain Unvaccina…",Wyoming,,2021-08-17 23:38:16.429466_combined.csv
81,81.0,laxradar,Wed Aug 11 04:58:19 +0000 2021,"United Airlines flight #UAL562 spotted at 6,575 feet! https://t.co/zAq3mHHKNl","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
82,82.0,davidjmcbride,Wed Aug 11 04:57:59 +0000 2021,"RT @ramez: It takes a lot to make United Airlines look good. But somehow Southwest, American, and Delta have managed it.",Seattle,,2021-08-17 23:38:16.429466_combined.csv
83,83.0,sdshamshel,Wed Aug 11 04:57:47 +0000 2021,United mandating vaccines when other airlines aren't is basically this meme in plane form https://t.co/29KSgPJd3F,,,2021-08-17 23:38:16.429466_combined.csv
84,84.0,wilc5,Wed Aug 11 04:57:44 +0000 2021,"RT @Mockingjay20211: ALERT: Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, breaki…",United States,,2021-08-17 23:38:16.429466_combined.csv
85,85.0,pastheliopause,Wed Aug 11 04:57:43 +0000 2021,"RT @ramez: It takes a lot to make United Airlines look good. But somehow Southwest, American, and Delta have managed it. https://t.co/VbDWM…",,,2021-08-17 23:38:16.429466_combined.csv
86,86.0,TrueFactsStated,Tue Aug 10 22:22:45 +0000 2021,Support United Airlines when you have a choice.. https://t.co/TE0VioF8jy,DC and on the road. ,,2021-08-17 23:38:16.429466_combined.csv
87,87.0,GuyPascua,Wed Aug 11 06:04:38 +0000 2021,"Time to dump United! 
Three Major Airlines Won't Require Vaccination For Employees https://t.co/JRsC2WzPBC #Coronavirus via @jakepalmieri",,,2021-08-17 23:38:16.429466_combined.csv
88,88.0,GriffinCOA,Wed Aug 11 06:03:38 +0000 2021,"@neal_katyal @united @neal_katyal Neal, thanks for your leadership and for United acting responsibly.  As to the ot… https://t.co/S5fSFn5oNF",,,2021-08-17 23:38:16.429466_combined.csv
89,89.0,laxradar,Wed Aug 11 06:02:27 +0000 2021,"United Airlines flight #UAL517 spotted at 16,000 feet! https://t.co/kTNZbZBosy","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
90,90.0,hectorg1931,Wed Aug 11 06:02:02 +0000 2021,@e_revolutionist @united @Delta @SouthwestAir My sister is a flight attendant of 23 years. I'm sure she's very upse… https://t.co/SLcECdeotZ,"San Antonio, TX",,2021-08-17 23:38:16.429466_combined.csv
91,91.0,laxradar,Wed Aug 11 06:01:41 +0000 2021,"United Airlines flight #UAL1266 spotted at 2,675 feet! https://t.co/zVlYlOUlMl","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
92,92.0,laxradar,Wed Aug 11 06:00:22 +0000 2021,"United Airlines flight #UAL1143 spotted at 5,300 feet! https://t.co/GZ4borMvFZ","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
93,93.0,PressReleaseJpn,Wed Aug 11 06:00:04 +0000 2021,skyticket launches direct connection service via the New Distribution Capability (NDC) with United Airlines https://t.co/XGg2ADldEi,"Shibuya, Tokyo, Japan",,2021-08-17 23:38:16.429466_combined.csv
94,94.0,OliviaLeon22,Wed Aug 11 05:59:06 +0000 2021,"BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta will NOT REQUIRE employees to get vaccinated, breaki… https://t.co/AQawJA5VEE","Beverly Hills, CA",,2021-08-17 23:38:16.429466_combined.csv
95,95.0,JJRavenation52,Wed Aug 11 05:57:52 +0000 2021,RT @MayoIsSpicyy: @petemuntean I guess I’m only flying United Airlines.,,,2021-08-17 23:38:16.429466_combined.csv
96,96.0,Kimmierae45,Wed Aug 11 05:57:02 +0000 2021,"BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinat… https://t.co/0I9dmAymZ0",United States,,2021-08-17 23:38:16.429466_combined.csv
97,97.0,StarShineSpeaks,Wed Aug 11 05:56:42 +0000 2021,I guess I will only be taking United airlines in the future. https://t.co/4T6w9JCvvJ,"Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
98,98.0,gerardo009,Wed Aug 11 07:02:04 +0000 2021,"RT @BoeingAirplanes: With today’s order of 150 737-10s and 50 737-8s, United Airlines positions its fleet for the next phase of the market…","Vancouver, Germany, Spain, USA",,2021-08-17 23:38:16.429466_combined.csv
99,99.0,clydeechols,Wed Aug 11 07:01:52 +0000 2021,@miyashay @united Good.  I’ll make sure to fly the airlines with common sense,,,2021-08-17 23:38:16.429466_combined.csv
100,100.0,KENS5,Wed Aug 11 07:00:00 +0000 2021,United CEO says it's clear — that everyone is safer when everyone is vaccinated. https://t.co/yIoEDnOrRI,"San Antonio, Texas",,2021-08-17 23:38:16.429466_combined.csv
101,101.0,screampuppets,Wed Aug 11 06:59:50 +0000 2021,"After a very long United Airlines flight seated next to a boomer who insisted on leaving his face exposed, I have b… https://t.co/QG2M2P0ff7",the sock drawer,,2021-08-17 23:38:16.429466_combined.csv
102,102.0,para59r,Wed Aug 11 06:59:16 +0000 2021,@ItsTeamGoodGuy1 @barnes_law @Surabees Other airlines are not denying anyone get the vaccine.  If you get the vacci… https://t.co/9cCuRgFXHw,,,2021-08-17 23:38:16.429466_combined.csv
103,103.0,laxradar,Wed Aug 11 06:58:41 +0000 2021,"United Airlines flight #UAL2192 spotted at 28,000 feet! https://t.co/8tHTStjFEy","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
104,104.0,SabrinaMertens4,Wed Aug 11 06:58:21 +0000 2021,"RT @eatlovepray211: BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated,…",Belgium,,2021-08-17 23:38:16.429466_combined.csv
105,105.0,956_2766,Wed Aug 11 06:57:33 +0000 2021,"RT @DanielNewman: United Airlines is forcing all employees to get Vaccinated.

Thoughts?  It's Situational

I think Mandatory Masks were ap…","Laredo, TX",,2021-08-17 23:38:16.429466_combined.csv
106,106.0,25Tulips,Wed Aug 11 06:57:32 +0000 2021,@DanRather #Boycott all three #airlines  @americanairlnes  @SouthwestAir and @Delta and fly with @AlaskaAir @United,Citizen of the World ,,2021-08-17 23:38:16.429466_combined.csv
107,107.0,laxradar,Wed Aug 11 06:55:55 +0000 2021,"United Airlines flight #UAL2649 spotted at 25,500 feet! https://t.co/6IqE0boXUa","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
108,108.0,tammylynne67,Wed Aug 11 06:54:56 +0000 2021,Guess I'll trade in my Southwest credit card for a United Airlines card and start flying their safe &amp; friendlier sk… https://t.co/rSU7o3PzEo,Las Vegas,,2021-08-17 23:38:16.429466_combined.csv
109,109.0,JayneHo30995128,Wed Aug 11 06:53:49 +0000 2021,Guess that's the end of my frequent flyer miles from those airlines! I'll happily fly only United! https://t.co/7ie0nnOtSK,"Wisconsin, USA",,2021-08-17 23:38:16.429466_combined.csv
110,110.0,BKopernikus,Wed Aug 11 08:03:48 +0000 2021,RT @_NickRogers_: Just in: all airlines other than United are now Delta https://t.co/uEHvD72WlT,,,2021-08-17 23:38:16.429466_combined.csv
111,111.0,Joe23494358,Wed Aug 11 08:03:14 +0000 2021,"RT @OliviaLeon22: BREAKING! 🚨🚨🚨 Southwest Airlines, American Airlines, and Delta will NOT REQUIRE employees to get vaccinated, breaking wit…","England, United Kingdom",,2021-08-17 23:38:16.429466_combined.csv
112,112.0,what_wah,Wed Aug 11 08:01:08 +0000 2021,"@kurtbardella Or, they’re the CEO’s and they make the decisions… because they’re their decisions to make not United… https://t.co/4JIkqcIXMS",,,2021-08-17 23:38:16.429466_combined.csv
113,113.0,Hebergementwebs,Wed Aug 11 08:00:11 +0000 2021,"United Airlines approves all flight attendants for tattoos, nail polish and makeup  Bryan Andrews is the director o… https://t.co/pxTP2i5h28",USA,,2021-08-17 23:38:16.429466_combined.csv
114,114.0,wfaa,Wed Aug 11 08:00:00 +0000 2021,United CEO says it's clear — that everyone is safer when everyone is vaccinated. https://t.co/BoJSBBFDJX,"Dallas, TX",,2021-08-17 23:38:16.429466_combined.csv
115,115.0,laxradar,Wed Aug 11 07:58:45 +0000 2021,"United Airlines flight #UAL1850 spotted at 2,125 feet! https://t.co/SUg5HvOG4x","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
